"ACTIVITY" "PERSON" "AVERAGE"
"88563" "LAYING" 24 0.6500103
"88564" "LAYING" 24 0.6449468
"88565" "LAYING" 24 0.6495991
"88566" "LAYING" 24 0.6391854
"88567" "LAYING" 24 0.6543812
"88568" "LAYING" 24 0.6378895
"88569" "LAYING" 24 0.6460717
"88570" "LAYING" 24 0.01837692
"88571" "LAYING" 24 0.007489946
"88572" "LAYING" 24 -0.002971033
"88573" "LAYING" 24 0.0001073477
"88574" "LAYING" 24 -0.003887267
"88575" "LAYING" 24 0.00302955
"88576" "LAYING" 24 -0.005070053
"88577" "LAYING" 24 -0.001359106
"88578" "LAYING" 24 -0.002931167
"88579" "LAYING" 24 0.008648669
"88580" "LAYING" 24 -0.003621185
"88581" "LAYING" 24 0.007214394
"88582" "LAYING" 24 -0.001576577
"88583" "LAYING" 24 0.002102843
"88584" "LAYING" 24 0.004900852
"88585" "LAYING" 24 -0.00252298
"88586" "LAYING" 24 0.005399576
"88587" "LAYING" 24 -0.009375184
"88588" "LAYING" 24 0.02799089
"88589" "LAYING" 24 -0.003432256
"88590" "LAYING" 24 0.002258088
"88591" "LAYING" 24 -0.01228042
"88592" "LAYING" 24 0.0149785
"88593" "LAYING" 24 -0.008629533
"88594" "LAYING" 24 0.002208855
"88595" "LAYING" 24 -0.0002996056
"88596" "LAYING" 24 0.002665848
"88597" "LAYING" 24 0.001347593
"88598" "LAYING" 24 0.0007914558
"88599" "LAYING" 24 0.002370384
"88600" "LAYING" 24 -0.01486668
"88601" "LAYING" 24 0.01453987
"88602" "LAYING" 24 0.000971918
"88603" "LAYING" 24 -0.007016588
"88604" "LAYING" 24 0.003727501
"88605" "LAYING" 24 0.01122647
"88606" "LAYING" 24 0.06612707
"88607" "LAYING" 24 -0.01517325
"88608" "LAYING" 24 0.01610896
"88609" "LAYING" 24 -0.003653135
"88610" "LAYING" 24 0.003595975
"88611" "LAYING" 24 0.007856275
"88612" "LAYING" 24 -0.01648993
"88613" "LAYING" 24 0.0006329463
"88614" "LAYING" 24 0.003644902
"88615" "LAYING" 24 0.008028108
"88616" "LAYING" 24 0.01031997
"88617" "LAYING" 24 -0.00897094
"88618" "LAYING" 24 0.01638727
"88619" "LAYING" 24 -0.003942226
"88620" "LAYING" 24 0.003661043
"88621" "LAYING" 24 0.001627343
"88622" "LAYING" 24 0.001826167
"88623" "LAYING" 24 -0.007324861
"88624" "LAYING" 24 0.2038087
"88625" "LAYING" 24 -0.01148437
"88626" "LAYING" 24 -0.01190101
"88627" "LAYING" 24 0.005165073
"88628" "LAYING" 24 -0.005847381
"88629" "LAYING" 24 -0.001276228
"88630" "LAYING" 24 0.0005296172
"88631" "LAYING" 24 -0.00414399
"88632" "LAYING" 24 0.008489709
"88633" "LAYING" 24 -0.01030422
"88634" "LAYING" 24 0.001405067
"88635" "LAYING" 24 0.00379372
"88636" "LAYING" 24 -0.006463724
"88637" "LAYING" 24 0.001519251
"88638" "LAYING" 24 -0.005229108
"88639" "LAYING" 24 0.007097538
"88640" "LAYING" 24 -0.009289096
"88641" "LAYING" 24 0.003915771
"88642" "LAYING" 24 0.3030584
"88643" "LAYING" 24 0.1308114
"88644" "LAYING" 24 0.04337622
"88645" "LAYING" 24 -0.0003280838
"88646" "LAYING" 24 -0.01604824
"88647" "LAYING" 24 -0.01004054
"88648" "LAYING" 24 -0.01628041
"88649" "LAYING" 24 -0.008086579
"88650" "LAYING" 24 0.0002523104
"88651" "LAYING" 24 -0.002914623
"88652" "LAYING" 24 0.004490121
"88653" "LAYING" 24 0.003387824
"88654" "LAYING" 24 0.0003274526
"88655" "LAYING" 24 0.004155306
"88656" "LAYING" 24 -0.002313702
"88657" "LAYING" 24 0.005745215
"88658" "LAYING" 24 0.000637734
"88659" "LAYING" 24 -0.0044218
"88660" "LAYING" 24 0.1750495
"88661" "LAYING" 24 0.08276441
"88662" "LAYING" 24 0.02670461
"88663" "LAYING" 24 0.002896534
"88664" "LAYING" 24 0.01733315
"88665" "LAYING" 24 -0.01825669
"88666" "LAYING" 24 -0.003430599
"88667" "LAYING" 24 0.001005184
"88668" "LAYING" 24 0.0007338839
"88669" "LAYING" 24 0.00086418
"88670" "LAYING" 24 -0.007626858
"88671" "LAYING" 24 -0.006599374
"88672" "LAYING" 24 0.004665768
"88673" "LAYING" 24 0.004389843
"88674" "LAYING" 24 0.000726694
"88675" "LAYING" 24 0.002419446
"88676" "LAYING" 24 0.006609172
"88677" "LAYING" 24 -0.00351693
"88678" "LAYING" 24 0.3755867
"88679" "LAYING" 24 0.2113737
"88680" "LAYING" 24 0.08225574
"88681" "LAYING" 24 0.02161223
"88682" "LAYING" 24 0.001908861
"88683" "LAYING" 24 -0.01874737
"88684" "LAYING" 24 -0.01526868
"88685" "LAYING" 24 -0.003436226
"88686" "LAYING" 24 0.002328687
"88687" "LAYING" 24 0.0005301889
"88688" "LAYING" 24 -0.00191355
"88689" "LAYING" 24 -0.004282383
"88690" "LAYING" 24 -0.002368038
"88691" "LAYING" 24 -0.001300622
"88692" "LAYING" 24 0.003102298
"88693" "LAYING" 24 0.001658155
"88694" "LAYING" 24 -0.0006412242
"88695" "LAYING" 24 -0.001244803
"88696" "LAYING" 24 0.1916113
"88697" "LAYING" 24 0.1636144
"88698" "LAYING" 24 0.08435447
"88699" "LAYING" 24 0.03297898
"88700" "LAYING" 24 0.004160319
"88701" "LAYING" 24 -0.003415491
"88702" "LAYING" 24 -0.007970012
"88703" "LAYING" 24 -0.006227506
"88704" "LAYING" 24 0.000557069
"88705" "LAYING" 24 -0.001930466
"88706" "LAYING" 24 -0.001659253
"88707" "LAYING" 24 -0.00226596
"88708" "LAYING" 24 -0.008084422
"88709" "LAYING" 24 -8.686017e-05
"88710" "LAYING" 24 0.00547554
"88711" "LAYING" 24 -0.001710904
"88712" "LAYING" 24 -0.002324648
"88713" "LAYING" 24 0.0009863124
"88714" "LAYING" 25 -0.02652983
"88715" "LAYING" 25 -0.3061294
"88716" "LAYING" 25 -0.4052803
"88717" "LAYING" 25 -0.3101929
"88718" "LAYING" 25 -0.3114547
"88719" "LAYING" 25 -0.3802551
"88720" "LAYING" 25 -0.2368825
"88721" "LAYING" 25 -0.1225587
"88722" "LAYING" 25 0.04548241
"88723" "LAYING" 25 0.03295328
"88724" "LAYING" 25 0.1018546
"88725" "LAYING" 25 0.1366943
"88726" "LAYING" 25 -0.09962277
"88727" "LAYING" 25 -0.2869282
"88728" "LAYING" 25 -0.3139674
"88729" "LAYING" 25 -0.3267789
"88730" "LAYING" 25 -0.3383463
"88731" "LAYING" 25 -0.3118977
"88732" "LAYING" 25 0.09693946
"88733" "LAYING" 25 0.1300741
"88734" "LAYING" 25 0.1408705
"88735" "LAYING" 25 0.1651548
"88736" "LAYING" 25 0.1452351
"88737" "LAYING" 25 0.1333653
"88738" "LAYING" 25 0.1358029
"88739" "LAYING" 25 0.1302557
"88740" "LAYING" 25 0.1323874
"88741" "LAYING" 25 0.135792
"88742" "LAYING" 25 0.130513
"88743" "LAYING" 25 0.132148
"88744" "LAYING" 25 0.1241867
"88745" "LAYING" 25 0.1309011
"88746" "LAYING" 25 0.1273702
"88747" "LAYING" 25 0.1196065
"88748" "LAYING" 25 0.1518965
"88749" "LAYING" 25 0.1709463
"88750" "LAYING" 25 0.1664848
"88751" "LAYING" 25 0.1497005
"88752" "LAYING" 25 0.1586358
"88753" "LAYING" 25 0.1615306
"88754" "LAYING" 25 0.1617791
"88755" "LAYING" 25 0.07255883
"88756" "LAYING" 25 -0.1445293
"88757" "LAYING" 25 -0.1665726
"88758" "LAYING" 25 -0.1278355
"88759" "LAYING" 25 -0.1795373
"88760" "LAYING" 25 -0.1941474
"88761" "LAYING" 25 -0.1966757
"88762" "LAYING" 25 -0.222153
"88763" "LAYING" 25 -0.2058988
"88764" "LAYING" 25 -0.156043
"88765" "LAYING" 25 -0.1056088
"88766" "LAYING" 25 -0.055016
"88767" "LAYING" 25 -0.01617402
"88768" "LAYING" 25 0.1523342
"88769" "LAYING" 25 0.1934095
"88770" "LAYING" 25 0.1512108
"88771" "LAYING" 25 0.2062984
"88772" "LAYING" 25 0.2332918
"88773" "LAYING" 25 0.2689681
"88774" "LAYING" 25 0.2566991
"88775" "LAYING" 25 0.2533119
"88776" "LAYING" 25 0.2522632
"88777" "LAYING" 25 0.250453
"88778" "LAYING" 25 0.1564878
"88779" "LAYING" 25 0.04841976
"88780" "LAYING" 25 0.01910944
"88781" "LAYING" 25 0.01970642
"88782" "LAYING" 25 0.04401723
"88783" "LAYING" 25 -0.007361294
"88784" "LAYING" 25 -0.0102329
"88785" "LAYING" 25 -0.02332555
"88786" "LAYING" 25 -0.02346715
"88787" "LAYING" 25 -0.00566239
"88788" "LAYING" 25 -0.262638
"88789" "LAYING" 25 -0.0961786
"88790" "LAYING" 25 0.09693372
"88791" "LAYING" 25 -0.007831815
"88792" "LAYING" 25 -0.0714522
"88793" "LAYING" 25 0.1316895
"88794" "LAYING" 25 0.1207421
"88795" "LAYING" 25 0.09681204
"88796" "LAYING" 25 -0.01355552
"88797" "LAYING" 25 0.06466189
"88798" "LAYING" 25 0.02705368
"88799" "LAYING" 25 -0.2272094
"88800" "LAYING" 25 -0.1792581
"88801" "LAYING" 25 -0.01873494
"88802" "LAYING" 25 -0.0002262163
"88803" "LAYING" 25 -0.008514603
"88804" "LAYING" 25 0.02435434
"88805" "LAYING" 25 -0.2411238
"88806" "LAYING" 25 0.03769376
"88807" "LAYING" 25 0.01399894
"88808" "LAYING" 25 0.02077591
"88809" "LAYING" 25 0.008667649
"88810" "LAYING" 25 -0.00574497
"88811" "LAYING" 25 0.002226745
"88812" "LAYING" 25 -0.005124781
"88813" "LAYING" 25 -0.002618421
"88814" "LAYING" 25 0.002557516
"88815" "LAYING" 25 -0.0008670298
"88816" "LAYING" 25 0.002758921
"88817" "LAYING" 25 -0.0051966
"88818" "LAYING" 25 0.005485547
"88819" "LAYING" 25 -0.001513839
"88820" "LAYING" 25 -0.2702375
"88821" "LAYING" 25 0.03971919
"88822" "LAYING" 25 0.01397106
"88823" "LAYING" 25 -0.01161845
"88824" "LAYING" 25 -0.0152897
"88825" "LAYING" 25 0.01354809
"88826" "LAYING" 25 0.001616516
"88827" "LAYING" 25 0.000943177
"88828" "LAYING" 25 -0.07678359
"88829" "LAYING" 25 -0.1648186
"88830" "LAYING" 25 -0.01990734
"88831" "LAYING" 25 0.04628587
"88832" "LAYING" 25 -0.02538873
"88833" "LAYING" 25 -0.0129752
"88834" "LAYING" 25 -0.002933973
"88835" "LAYING" 25 -0.01517766
"88836" "LAYING" 25 0.01843779
"88837" "LAYING" 25 0.04860902
"88838" "LAYING" 25 0.04390203
"88839" "LAYING" 25 0.02839525
"88840" "LAYING" 25 0.02683798
"88841" "LAYING" 25 -0.2725283
"88842" "LAYING" 25 0.005421963
"88843" "LAYING" 25 -0.02393055
"88844" "LAYING" 25 0.02613798
"88845" "LAYING" 25 0.01862332
"88846" "LAYING" 25 0.01427458
"88847" "LAYING" 25 -0.009988944
"88848" "LAYING" 25 -0.001418903
"88849" "LAYING" 25 -0.001503686
"88850" "LAYING" 25 -0.004586253
"88851" "LAYING" 25 -0.08891743
"88852" "LAYING" 25 -0.07778671
"88853" "LAYING" 25 -0.0130155
"88854" "LAYING" 25 -0.007548092
"88855" "LAYING" 25 0.01769379
"88856" "LAYING" 25 -0.03837004
"88857" "LAYING" 25 -0.01323174
"88858" "LAYING" 25 -0.01036878
"88859" "LAYING" 25 -0.01402844
"88860" "LAYING" 25 0.02086922
"88861" "LAYING" 25 -0.7307456
"88862" "LAYING" 25 -0.1488113
"88863" "LAYING" 25 0.2200877
"88864" "LAYING" 25 0.4300138
"88865" "LAYING" 25 0.7863726
"88866" "LAYING" 25 0.3867304
"88867" "LAYING" 25 -0.1398669
"88868" "LAYING" 25 -0.3016893
"88869" "LAYING" 25 -0.2273635
"88870" "LAYING" 25 -0.06580475
"88871" "LAYING" 25 -0.2012497
"88872" "LAYING" 25 -0.4714424
"88873" "LAYING" 25 -0.3328824
"88874" "LAYING" 25 0.2559658
"88875" "LAYING" 25 0.369974
"88876" "LAYING" 25 0.3411943
"88877" "LAYING" 25 0.4790386
"88878" "LAYING" 25 0.2902198
"88879" "LAYING" 25 0.2288812
"88880" "LAYING" 25 0.1459533
"88881" "LAYING" 25 0.05672845
"88882" "LAYING" 25 0.03193795
"88883" "LAYING" 25 -0.00560266
"88884" "LAYING" 25 -0.009633677
"88885" "LAYING" 25 -0.004819654
"88886" "LAYING" 25 -0.003756495
"88887" "LAYING" 25 -0.004053871
"88888" "LAYING" 25 -0.001186254
"88889" "LAYING" 25 -0.006902744
"88890" "LAYING" 25 0.0028365
"88891" "LAYING" 25 0.009866896
"88892" "LAYING" 25 -0.002692636
"88893" "LAYING" 25 0.4493863
"88894" "LAYING" 25 0.137885
"88895" "LAYING" 25 0.1304249
"88896" "LAYING" 25 0.06008508
"88897" "LAYING" 25 -0.1580545
"88898" "LAYING" 25 -0.007004068
"88899" "LAYING" 25 -0.001001782
"88900" "LAYING" 25 -0.003986634
"88901" "LAYING" 25 -0.1393293
"88902" "LAYING" 25 -0.08953685
"88903" "LAYING" 25 0.01746466
"88904" "LAYING" 25 0.005197001
"88905" "LAYING" 25 0.07156485
"88906" "LAYING" 25 0.2358126
"88907" "LAYING" 25 0.2293831
"88908" "LAYING" 25 0.1772776
"88909" "LAYING" 25 -0.03522573
"88910" "LAYING" 25 0.1130297
"88911" "LAYING" 25 -0.0679566
"88912" "LAYING" 25 -0.1267578
"88913" "LAYING" 25 -0.06355574
"88914" "LAYING" 25 0.4214256
"88915" "LAYING" 25 0.3249093
"88916" "LAYING" 25 0.4091049
"88917" "LAYING" 25 0.2454585
"88918" "LAYING" 25 0.2382187
"88919" "LAYING" 25 0.07482577
"88920" "LAYING" 25 -0.2226604
"88921" "LAYING" 25 -0.169276
"88922" "LAYING" 25 -0.0777525
"88923" "LAYING" 25 -0.3766511
"88924" "LAYING" 25 -0.2656757
"88925" "LAYING" 25 0.1545472
"88926" "LAYING" 25 0.3489955
"88927" "LAYING" 25 0.1506311
"88928" "LAYING" 25 0.05578845
"88929" "LAYING" 25 -0.1173296
"88930" "LAYING" 25 0.07365264
"88931" "LAYING" 25 0.1560674
"88932" "LAYING" 25 -0.03074307
"88933" "LAYING" 25 0.8221424
"88934" "LAYING" 25 0.4212943
"88935" "LAYING" 25 -0.1060957
"88936" "LAYING" 25 -0.5334363
"88937" "LAYING" 25 -0.0489001
"88938" "LAYING" 25 0.27153
"88939" "LAYING" 25 0.67735
"88940" "LAYING" 25 0.9413883
"88941" "LAYING" 25 0.9535733
"88942" "LAYING" 25 0.9913729
"88943" "LAYING" 25 1.002805
"88944" "LAYING" 25 0.9829477
"88945" "LAYING" 25 0.916261
"88946" "LAYING" 25 0.5259925
"88947" "LAYING" 25 0.1486951
"88948" "LAYING" 25 -0.06248875
"88949" "LAYING" 25 -0.05242867
"88950" "LAYING" 25 0.2680233
"88951" "LAYING" 25 1.007544
"88952" "LAYING" 25 0.9209701
"88953" "LAYING" 25 0.9243862
"88954" "LAYING" 25 0.912935
"88955" "LAYING" 25 0.9296857
"88956" "LAYING" 25 0.9206498
"88957" "LAYING" 25 0.9201921
"88958" "LAYING" 25 0.9207232
"88959" "LAYING" 25 0.9247957
"88960" "LAYING" 25 0.9238343
"88961" "LAYING" 25 0.9160995
"88962" "LAYING" 25 0.9209122
"88963" "LAYING" 25 0.9205499
"88964" "LAYING" 25 0.9179997
"88965" "LAYING" 25 0.9185592
"88966" "LAYING" 25 0.7024921
"88967" "LAYING" 25 0.8245093
"88968" "LAYING" 25 0.8236953
"88969" "LAYING" 25 0.8229213
"88970" "LAYING" 25 0.8144623
"88971" "LAYING" 25 0.8089243
"88972" "LAYING" 25 0.81213
"88973" "LAYING" 25 0.8174319
"88974" "LAYING" 25 0.7770969
"88975" "LAYING" 25 0.4358583
"88976" "LAYING" 25 0.06505645
"88977" "LAYING" 25 -0.1478616
"88978" "LAYING" 25 -0.4959499
"88979" "LAYING" 25 -0.4676129
"88980" "LAYING" 25 -0.3526856
"88981" "LAYING" 25 -0.08442374
"88982" "LAYING" 25 0.1462898
"88983" "LAYING" 25 0.3822864
"88984" "LAYING" 25 0.6063021
"88985" "LAYING" 25 0.8378294
"88986" "LAYING" 25 0.8887916
"88987" "LAYING" 25 0.8449383
"88988" "LAYING" 25 0.8778663
"88989" "LAYING" 25 0.9022923
"88990" "LAYING" 25 0.9192848
"88991" "LAYING" 25 0.96727
"88992" "LAYING" 25 0.9101946
"88993" "LAYING" 25 0.8688059
"88994" "LAYING" 25 0.8716547
"88995" "LAYING" 25 0.8716421
"88996" "LAYING" 25 0.9142869
"88997" "LAYING" 25 0.9818927
"88998" "LAYING" 25 0.8962976
"88999" "LAYING" 25 0.7832848
"89000" "LAYING" 25 0.8011243
"89001" "LAYING" 25 0.8223291
"89002" "LAYING" 25 0.7618169
"89003" "LAYING" 25 0.7501982
"89004" "LAYING" 25 0.7893497
"89005" "LAYING" 25 0.8426219
"89006" "LAYING" 25 0.008684601
"89007" "LAYING" 25 -0.4010962
"89008" "LAYING" 25 -0.5173305
"89009" "LAYING" 25 -0.2545631
"89010" "LAYING" 25 0.02678025
"89011" "LAYING" 25 0.2849999
"89012" "LAYING" 25 0.7429664
"89013" "LAYING" 25 0.2457748
"89014" "LAYING" 25 -0.01602049
"89015" "LAYING" 25 0.02776982
"89016" "LAYING" 25 0.001872334
"89017" "LAYING" 25 -0.02286717
"89018" "LAYING" 25 -0.08207052
"89019" "LAYING" 25 -0.3864186
"89020" "LAYING" 25 -0.3226019
"89021" "LAYING" 25 -0.09010939
"89022" "LAYING" 25 0.03194711
"89023" "LAYING" 25 0.2717258
"89024" "LAYING" 25 0.0506847
"89025" "LAYING" 25 -0.03304029
"89026" "LAYING" 25 -0.001653784
"89027" "LAYING" 25 -0.01173497
"89028" "LAYING" 25 0.004918644
"89029" "LAYING" 25 -0.005321947
"89030" "LAYING" 25 -0.00477707
"89031" "LAYING" 25 -0.003432668
"89032" "LAYING" 25 0.002200436
"89033" "LAYING" 25 0.001006546
"89034" "LAYING" 25 -0.005591756
"89035" "LAYING" 25 -0.0002662872
"89036" "LAYING" 25 -0.000653729
"89037" "LAYING" 25 -0.002016402
"89038" "LAYING" 25 -0.0005437342
"89039" "LAYING" 25 -0.1548174
"89040" "LAYING" 25 0.01292181
"89041" "LAYING" 25 0.0005556886
"89042" "LAYING" 25 -0.004278216
"89043" "LAYING" 25 -0.009518169
"89044" "LAYING" 25 -0.002893398
"89045" "LAYING" 25 0.0006600163
"89046" "LAYING" 25 0.006310248
"89047" "LAYING" 25 -0.03449655
"89048" "LAYING" 25 -0.2725001
"89049" "LAYING" 25 -0.3059798
"89050" "LAYING" 25 -0.1753822
"89051" "LAYING" 25 -0.2859715
"89052" "LAYING" 25 0.01858799
"89053" "LAYING" 25 0.127988
"89054" "LAYING" 25 0.2247677
"89055" "LAYING" 25 0.1929451
"89056" "LAYING" 25 0.2126768
"89057" "LAYING" 25 0.1898725
"89058" "LAYING" 25 0.1733383
"89059" "LAYING" 25 0.06825783
"89060" "LAYING" 25 -0.07402459
"89061" "LAYING" 25 -0.02251893
"89062" "LAYING" 25 0.03941768
"89063" "LAYING" 25 0.02241982
"89064" "LAYING" 25 0.02595492
"89065" "LAYING" 25 -0.06267131
"89066" "LAYING" 25 -0.03748454
"89067" "LAYING" 25 0.01009241
"89068" "LAYING" 25 0.002488588
"89069" "LAYING" 25 0.04141151
"89070" "LAYING" 25 0.04952358
"89071" "LAYING" 25 -0.06489707
"89072" "LAYING" 25 -0.08128142
"89073" "LAYING" 25 -0.003452296
"89074" "LAYING" 25 0.007918551
"89075" "LAYING" 25 -0.06296642
"89076" "LAYING" 25 -0.04455881
"89077" "LAYING" 25 0.04478405
"89078" "LAYING" 25 0.05666351
"89079" "LAYING" 25 -0.001035523
"89080" "LAYING" 25 0.05739534
"89081" "LAYING" 25 -0.06237731
"89082" "LAYING" 25 -0.05255606
"89083" "LAYING" 25 -0.005109733
"89084" "LAYING" 25 -0.05136528
"89085" "LAYING" 25 0.04124405
"89086" "LAYING" 25 -0.0004000075
"89087" "LAYING" 25 -0.1336048
"89088" "LAYING" 25 0.1035907
"89089" "LAYING" 25 0.003508087
"89090" "LAYING" 25 0.009990025
"89091" "LAYING" 25 0.1313472
"89092" "LAYING" 25 0.058868
"89093" "LAYING" 25 0.03133576
"89094" "LAYING" 25 0.04585086
"89095" "LAYING" 25 -0.007534595
"89096" "LAYING" 25 -0.08561807
"89097" "LAYING" 25 0.2745988
"89098" "LAYING" 25 0.09673489
"89099" "LAYING" 25 0.0414319
"89100" "LAYING" 25 0.2264921
"89101" "LAYING" 25 -0.05783274
"89102" "LAYING" 25 0.003788792
"89103" "LAYING" 25 -0.02012069
"89104" "LAYING" 25 0.009248332
"89105" "LAYING" 25 0.01011628
"89106" "LAYING" 25 0.01328493
"89107" "LAYING" 25 -0.002714158
"89108" "LAYING" 25 0.004357228
"89109" "LAYING" 25 -0.004593722
"89110" "LAYING" 25 -0.009752484
"89111" "LAYING" 25 0.00538006
"89112" "LAYING" 25 -0.3917714
"89113" "LAYING" 25 -0.06883261
"89114" "LAYING" 25 -0.006578464
"89115" "LAYING" 25 -0.007579481
"89116" "LAYING" 25 0.1261672
"89117" "LAYING" 25 -0.01520068
"89118" "LAYING" 25 0.01322437
"89119" "LAYING" 25 0.01255398
"89120" "LAYING" 25 0.1619669
"89121" "LAYING" 25 -0.04947341
"89122" "LAYING" 25 -0.08075375
"89123" "LAYING" 25 0.04471036
"89124" "LAYING" 25 -0.02345861
"89125" "LAYING" 25 -0.0211316
"89126" "LAYING" 25 0.002438429
"89127" "LAYING" 25 0.04306177
"89128" "LAYING" 25 0.01827132
"89129" "LAYING" 25 -0.04834512
"89130" "LAYING" 25 -0.01590554
"89131" "LAYING" 25 0.06287893
"89132" "LAYING" 25 0.0424953
"89133" "LAYING" 25 0.6615278
"89134" "LAYING" 25 -0.01393789
"89135" "LAYING" 25 0.008261902
"89136" "LAYING" 25 0.04799426
"89137" "LAYING" 25 -0.01628455
"89138" "LAYING" 25 0.01096109
"89139" "LAYING" 25 0.03592729
"89140" "LAYING" 25 0.01867662
"89141" "LAYING" 25 0.007688885
"89142" "LAYING" 25 0.008139701
"89143" "LAYING" 25 0.1624756
"89144" "LAYING" 25 -0.1125438
"89145" "LAYING" 25 -0.1290428
"89146" "LAYING" 25 0.07103348
"89147" "LAYING" 25 0.0262259
"89148" "LAYING" 25 0.06515321
"89149" "LAYING" 25 0.02863375
"89150" "LAYING" 25 -0.05427193
"89151" "LAYING" 25 -0.02118908
"89152" "LAYING" 25 0.6077907
"89153" "LAYING" 25 0.7951628
"89154" "LAYING" 25 0.9025629
"89155" "LAYING" 25 0.771045
"89156" "LAYING" 25 0.7809941
"89157" "LAYING" 25 0.8835572
"89158" "LAYING" 25 0.7059909
"89159" "LAYING" 25 0.4310284
"89160" "LAYING" 25 0.3575859
"89161" "LAYING" 25 0.199747
"89162" "LAYING" 25 -0.04919844
"89163" "LAYING" 25 -0.1543262
"89164" "LAYING" 25 0.3769747
"89165" "LAYING" 25 0.8298993
"89166" "LAYING" 25 0.9635686
"89167" "LAYING" 25 0.9426397
"89168" "LAYING" 25 0.9445458
"89169" "LAYING" 25 0.9367835
"89170" "LAYING" 25 0.2568477
"89171" "LAYING" 25 0.3845085
"89172" "LAYING" 25 0.3930448
"89173" "LAYING" 25 0.3681515
"89174" "LAYING" 25 0.3973232
"89175" "LAYING" 25 0.4013598
"89176" "LAYING" 25 0.3973254
"89177" "LAYING" 25 0.4055891
"89178" "LAYING" 25 0.3987307
"89179" "LAYING" 25 0.4111485
"89180" "LAYING" 25 0.4067521
"89181" "LAYING" 25 0.3977882
"89182" "LAYING" 25 0.4077987
"89183" "LAYING" 25 0.4117776
"89184" "LAYING" 25 0.4098019
"89185" "LAYING" 25 0.6558859
"89186" "LAYING" 25 0.5613361
"89187" "LAYING" 25 0.562068
"89188" "LAYING" 25 0.5596823
"89189" "LAYING" 25 0.5769868
"89190" "LAYING" 25 0.578992
"89191" "LAYING" 25 0.5855164
"89192" "LAYING" 25 0.6039166
"89193" "LAYING" 25 0.6679655
"89194" "LAYING" 25 0.9055569
"89195" "LAYING" 25 0.9766724
"89196" "LAYING" 25 0.9687444
"89197" "LAYING" 25 0.8352916
"89198" "LAYING" 25 0.8528948
"89199" "LAYING" 25 0.8929022
"89200" "LAYING" 25 0.963602
"89201" "LAYING" 25 0.9684377
"89202" "LAYING" 25 0.9236427
"89203" "LAYING" 25 0.7990356
"89204" "LAYING" 25 0.6237068
"89205" "LAYING" 25 0.5003198
"89206" "LAYING" 25 0.5467999
"89207" "LAYING" 25 0.480932
"89208" "LAYING" 25 0.4381736
"89209" "LAYING" 25 0.3526901
"89210" "LAYING" 25 0.1066937
"89211" "LAYING" 25 -0.3242098
"89212" "LAYING" 25 -0.4542602
"89213" "LAYING" 25 -0.4568848
"89214" "LAYING" 25 -0.4355289
"89215" "LAYING" 25 -0.3410952
"89216" "LAYING" 25 0.1993514
"89217" "LAYING" 25 0.4969622
"89218" "LAYING" 25 0.6349007
"89219" "LAYING" 25 0.5933523
"89220" "LAYING" 25 0.5850101
"89221" "LAYING" 25 0.6339331
"89222" "LAYING" 25 0.6816928
"89223" "LAYING" 25 0.6607697
"89224" "LAYING" 25 0.5875762
"89225" "LAYING" 25 0.01100601
"89226" "LAYING" 25 0.1864971
"89227" "LAYING" 25 0.09179834
"89228" "LAYING" 25 -0.11548
"89229" "LAYING" 25 0.01863436
"89230" "LAYING" 25 0.1067493
"89231" "LAYING" 25 -0.1860142
"89232" "LAYING" 25 -0.2806117
"89233" "LAYING" 25 -0.05526721
"89234" "LAYING" 25 -0.0979897
"89235" "LAYING" 25 -0.2062743
"89236" "LAYING" 25 -0.09572826
"89237" "LAYING" 25 0.4688119
"89238" "LAYING" 25 0.4155164
"89239" "LAYING" 25 0.1080724
"89240" "LAYING" 25 -0.0229583
"89241" "LAYING" 25 0.003338823
"89242" "LAYING" 25 -0.005691654
"89243" "LAYING" 25 0.2256764
"89244" "LAYING" 25 0.02588545
"89245" "LAYING" 25 -0.0002288652
"89246" "LAYING" 25 -0.02203489
"89247" "LAYING" 25 0.00184807
"89248" "LAYING" 25 0.007011292
"89249" "LAYING" 25 0.0008686929
"89250" "LAYING" 25 0.006983975
"89251" "LAYING" 25 -0.002674005
"89252" "LAYING" 25 0.006815313
"89253" "LAYING" 25 0.0008352956
"89254" "LAYING" 25 -0.009638976
"89255" "LAYING" 25 0.0001785399
"89256" "LAYING" 25 0.0005216159
"89257" "LAYING" 25 -0.00186258
"89258" "LAYING" 25 0.2662709
"89259" "LAYING" 25 -0.04002928
"89260" "LAYING" 25 -0.003842574
"89261" "LAYING" 25 0.002980145
"89262" "LAYING" 25 0.01220053
"89263" "LAYING" 25 -0.007796944
"89264" "LAYING" 25 -0.0004556441
"89265" "LAYING" 25 0.01838954
"89266" "LAYING" 25 0.08055942
"89267" "LAYING" 25 0.1944919
"89268" "LAYING" 25 0.0450506
"89269" "LAYING" 25 -0.02181738
"89270" "LAYING" 25 -0.120161
"89271" "LAYING" 25 0.01060722
"89272" "LAYING" 25 0.05087425
"89273" "LAYING" 25 0.04849359
"89274" "LAYING" 25 -0.003781577
"89275" "LAYING" 25 -0.04661466
"89276" "LAYING" 25 -0.1046123
"89277" "LAYING" 25 -0.1469263
"89278" "LAYING" 25 -0.1094141
"89279" "LAYING" 25 0.6287751
"89280" "LAYING" 25 0.02680592
"89281" "LAYING" 25 -0.06860656
"89282" "LAYING" 25 -0.07706581
